ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
"212964656883564545"|MartaOuteiro|"player"|"3432"||""|"GOLOOOOOOOOOOOO!!!! #Varela #Portugal #Euro2012"|"GOLOOOOOOOOOOOO!!!! #Varela #Portugal #Euro2012"
"212964630866305024"|cantodojo|"team"|"7184"||""|"#PORTUGAL :) @DuarteLevy @netyluar  #Euro2012"|"#PORTUGAL :) @DuarteLevy @netyluar  #Euro2012"
"212964573148491776"|Dputamadre|"team"|"7184"||""|"Não Passem a Bola ao @Cristiano :)) ... #Portugal #Euro2012"|"Não Passem a Bola ao @Cristiano :)) ... #Portugal #Euro2012"
"212964552265052160"|danielmckay|"team"|"7184"||""|"3 (ex) Portistas a marcar...  #euro2012 #Portugal"|"3 (ex) Portistas a marcar...  #euro2012 #Portugal"
"212964388817207297"|iPhil|"team"|"7184"||""|"RT @joshuatopolsky: Hi internet. How are you? #Portugal #Euro2012 #POR #DEN"|"RT @joshuatopolsky: Hi internet. How are you? #Portugal #Euro2012 #POR #DEN"
"212964380046917633"|RitaCardoso94|"team"|"7184"||""|"agora como o meu #PauloBento diz "tranquilidade" #Portugal #Euro2012"|"agora como o meu #PauloBento diz "tranquilidade" #Portugal #Euro2012"
"212964379321319425"|saranob|"team"|"7184"||""|"Golo! Golo! Golo! #Portugal !!! Até os comemos!!! #like  #Euro2012"|"Golo! Golo! Golo! #Portugal !!! Até os comemos!!! #like  #Euro2012"
"212964373738700801"|Razzo|"team"|"7184"||""|"“@jotajota91: 3 golos de jogadores que tem #FCP no currículo? #Portugal #euro2012”"|"“@jotajota91: 3 golos de jogadores que tem #FCP no currículo? #Portugal #euro2012”"
"212964372669149184"|JornalNoticias|"team"|"7184"||""|"Sai Nani e entra Rolando #Euro2012 #Portugal"|"Sai Nani e entra Rolando #Euro2012 #Portugal"
"212964364406358016"|guetizo|"team"|"7184"||""|"Varela: oh... Aquilo foi tudo pensado... Fingi que falhei... e pimba! #Portugal #euro2012"|"Varela: oh... Aquilo foi tudo pensado... Fingi que falhei... e pimba! #Portugal #euro2012"
"212964323444789248"|HelderMiranda|"team"|"7184"||""|"#Euro2012 Este é o nosso fado! Sofrer até ao fim!!!!! #Portugal"|"#Euro2012 Este é o nosso fado! Sofrer até ao fim!!!!! #Portugal"
"212964288741117952"|eduardamr|"player"|"3432"||""|"#Varela #Euro2012 #like http://t.co/n4YtDCEA"|"#Varela #Euro2012 #like http://t.co/n4YtDCEA"
"212964262627381248"|porfaria|"team"|"7184"||""|"Sai o melhor em campo #Euro2012 #Portugal"|"Sai o melhor em campo #Euro2012 #Portugal"
"212964226103382017"|TheCarrulo|"team"|"7184"||""|"Injusto tirar Nani em vez do Ronaldo… #Euro2012 #POR #Portugal"|"Injusto tirar Nani em vez do Ronaldo… #Euro2012 #POR #Portugal"
"212964176031793155"|peminuro|"team"|"7184"||""|"Pepe, Postiga, Varela…esperem aí, de que clube é que eles vieram? Ah, isso, do Futebol Clube do Porto. Pois. #Portugal #Euro2012"|"Pepe, Postiga, Varela…esperem aí, de que clube é que eles vieram? Ah, isso, do Futebol Clube do Porto. Pois. #Portugal #Euro2012"
"212964097808011265"|aligiamachado|"team"|"7184"||""|"ATÉ OS COMEMOS!!!!!! #Euro2012 #PORTUGAL"|"ATÉ OS COMEMOS!!!!!! #Euro2012 #PORTUGAL"
"212964068510801920"|iPhil|"team"|"7184"||""|"Ganhem-me istooooooooooo. #Portugal #Euro2012 #POR #DEN"|"Ganhem-me istooooooooooo. #Portugal #Euro2012 #POR #DEN"
"212964037854625792"|joanacorreiaa|"team"|"7184"||""|"goloooooooooooo #PORTUGAL #Euro2012 !!!! Retiro o meu último tweet já ahahah"|"goloooooooooooo #PORTUGAL #Euro2012 !!!! Retiro o meu último tweet já ahahah"
"212964021752696836"|aligiamachado|"team"|"7184"||""|"Dei um berro tão grande! AHAH, vamooooooos! #PORTUGAL #Euro2012"|"Dei um berro tão grande! AHAH, vamooooooos! #PORTUGAL #Euro2012"
"212964011950608384"|Liquor_World|"team"|"7184"||""|"Ronaldos blushes saved #Euro2012 #Portugal"|"Ronaldos blushes saved #Euro2012 #Portugal"
"212964004358914050"|JornalNoticias|"team"|"7184"||""|"Rolando vai entrar na equipa portuguesa  #Euro2012 #Portugal"|"Rolando vai entrar na equipa portuguesa  #Euro2012 #Portugal"
"212963999258656768"|saranob|"team"|"7184"||""|"Grande #Varela !!! :) #Portugal #like #Euro2012"|"Grande #Varela !!! :) #Portugal #like #Euro2012"
"212963999258656768"|saranob|"player"|"3432"||""|"Grande #Varela !!! :) #Portugal #like #Euro2012"|"Grande #Varela !!! :) #Portugal #like #Euro2012"
"212963987975970817"|iPhil|"team"|"7184"||""|"Choro não tarda. #Portugal #Euro2012 #POR #DEN"|"Choro não tarda. #Portugal #Euro2012 #POR #DEN"
"212963944627838977"|mcorais|"team"|"7184"||""|"Goooooooooooooolo #Varela. Agora é sofrer até ao fim. Vamos lá #Portugal #Euro2012"|"Goooooooooooooolo #Varela. Agora é sofrer até ao fim. Vamos lá #Portugal #Euro2012"
"212963944627838977"|mcorais|"player"|"3432"||""|"Goooooooooooooolo #Varela. Agora é sofrer até ao fim. Vamos lá #Portugal #Euro2012"|"Goooooooooooooolo #Varela. Agora é sofrer até ao fim. Vamos lá #Portugal #Euro2012"
"212963940383207426"|inesgamb|"team"|"7184"||""|"FUCK ME FUCK ME WE FUCKIN SCORED! #Portugal #Euro2012"|"FUCK ME FUCK ME WE FUCKIN SCORED! #Portugal #Euro2012"
"212963924482588673"|Dputamadre|"team"|"7184"||""|"LOL Foi o VARELA!!!!! #Portugal #Euro2012 ... Já nem vejo Nada!!!"|"LOL Foi o VARELA!!!!! #Portugal #Euro2012 ... Já nem vejo Nada!!!"
"212963919436849153"|mcfm_pt|"team"|"7184"||""|"GOOOOOOLLLLLLOOOOOO!!!!! #Portugal #Portugal #Portugal #Euro2012"|"GOOOOOOLLLLLLOOOOOO!!!!! #Portugal #Portugal #Portugal #Euro2012"
"212963857218543617"|Razzo|"team"|"7184"||""|"#Portugal #Euro2012 #POR #DEN BAMBORA CARALHO!!"|"#Portugal #Euro2012 #POR #DEN BAMBORA CARALHO!!"
"212963848595058688"|saranob|"team"|"7184"||""|"Golo! Golo! Golo! #Portugal !!! Te os comemos!!!? #like #Euro2012"|"Golo! Golo! Golo! #Portugal !!! Te os comemos!!!? #like #Euro2012"
"212963846992826369"|Portugal|"team"|"7184"||""|"GOLOOOOOOOO Varela!!! 3-2 @Portugal #Euro2012 #Portugal"|"GOLOOOOOOOO Varela!!! 3-2 @Portugal #Euro2012 #Portugal"
"212963827715809281"|rfpchaves|"player"|"3432"||""|"GOOOOLO #VARELA #EURO2012"|"GOOOOLO #VARELA #EURO2012"
"212963794471759872"|JornalNoticias|"team"|"7184"||""|"Golo de Portugal. Varela sai do banco para marcar. Portugal (3) – Dinamarca (2)  #Euro2012 #Portugal"|"Golo de Portugal. Varela sai do banco para marcar. Portugal (3) – Dinamarca (2)  #Euro2012 #Portugal"
"212963754470670337"|Eliano_Marques|"team"|"7158"||""|"Goloooooo!!! #Varela #Portugal #Denmark #Euro2012"|"Goloooooo!!! #Varela #Portugal #Denmark #Euro2012"
"212963754470670337"|Eliano_Marques|"team"|"7184"||""|"Goloooooo!!! #Varela #Portugal #Denmark #Euro2012"|"Goloooooo!!! #Varela #Portugal #Denmark #Euro2012"
"212963754470670337"|Eliano_Marques|"player"|"3432"||""|"Goloooooo!!! #Varela #Portugal #Denmark #Euro2012"|"Goloooooo!!! #Varela #Portugal #Denmark #Euro2012"
"212963734296084482"|Dputamadre|"team"|"7184"||""|"Goooooooooooooooo00000000000000000000OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOlo #Portugal #Euro2012 #3 <3<3<3<3<3<3 @CRISTIANO  LOVE U!!"|"Goooooooooooooooo00000000000000000000OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOlo #Portugal #Euro2012 #3 <3<3<3<3<3<3 @CRISTIANO  LOVE U!!"
"212963722484924416"|FlorisaPereira|"team"|"7184"||""|"GOOOOOOOOOOOOOOOOOOOOLO #PORTUGAL #EURO2012"|"GOOOOOOOOOOOOOOOOOOOOLO #PORTUGAL #EURO2012"
"212963618243874817"|rcatalao|"player"|"198"||""|"Para ver e (não) rever RT @101greatgoals: Cristiano Ronaldo horror miss (Portugal) v Denmark http://t.co/AEdLq630 #Euro2012 #Ronaldo"|"Para ver e (não) rever RT @101greatgoals: Cristiano Ronaldo horror miss (Portugal) v Denmark http://t.co/AEdLq630 #Euro2012 #Ronaldo"
"212963433887436800"|Brunomcdias|"team"|"7184"||""|"RT @goSATANgo: O jogador em campo com mais raça e que mais luta é brasileiro.. É isto.. #Portugal #Euro2012"|"RT @goSATANgo: O jogador em campo com mais raça e que mais luta é brasileiro.. É isto.. #Portugal #Euro2012"
"212963311216627713"|Record_Portugal|"team"|"7184"||""|"RT @Dputamadre: Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"|"RT @Dputamadre: Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"
"212963311216627713"|Record_Portugal|"player"|"198"||""|"RT @Dputamadre: Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"|"RT @Dputamadre: Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"
"212963279201505283"|iPhil|"team"|"7184"||""|"84 mins. #Portugal #Euro2012 #POR #DEN"|"84 mins. #Portugal #Euro2012 #POR #DEN"
"212963216211460096"|ineslealc|"team"|"7184"||""|"RT @aligiamachado: Ronaldo, vai para casa! Foda-se! #Euro2012 #PORTUGAL"|"RT @aligiamachado: Ronaldo, vai para casa! Foda-se! #Euro2012 #PORTUGAL"
"212963181956571136"|Dputamadre|"team"|"7184"||""|"Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"|"Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"
"212963181956571136"|Dputamadre|"player"|"198"||""|"Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"|"Como é possível alguém Falhar tanto em 45 minutos?!! #CR7 #Portugal #Euro2012"
"212963164998995969"|aligiamachado|"team"|"7184"||""|"Ronaldo, vai para casa! Foda-se! #Euro2012 #PORTUGAL"|"Ronaldo, vai para casa! Foda-se! #Euro2012 #PORTUGAL"
"212963116852588545"|goSATANgo|"team"|"7184"||""|"O jogador em campo com mais raça e que mais luta é brasileiro.. É isto.. #Portugal #Euro2012"|"O jogador em campo com mais raça e que mais luta é brasileiro.. É isto.. #Portugal #Euro2012"
"212963051656314880"|JornalNoticias|"team"|"7184"||""|"Entra Varela e sai Meireles #Euro2012 #Portugal"|"Entra Varela e sai Meireles #Euro2012 #Portugal"
"212963007670661120"|PauloJCordeiro|"player"|"198"||""|"Ó Ronaldo, pede para cagar e sai pá... #Euro2012 #CR7 #GoPortugal"|"Ó Ronaldo, pede para cagar e sai pá... #Euro2012 #CR7 #GoPortugal"
"212962940083650561"|diogosantosilva|"team"|"7184"||""|"Pepe salva este jogo!! #Euro2012 #Portugal"|"Pepe salva este jogo!! #Euro2012 #Portugal"
"212962902766919680"|ireyustres|"team"|"7184"||""|"Foda-se pa, vai pra o caralho!! #Denmark #^Portugal #Euro2012"|"Foda-se pa, vai pra o caralho!! #Denmark #^Portugal #Euro2012"
"212962902766919680"|ireyustres|"team"|"7158"||""|"Foda-se pa, vai pra o caralho!! #Denmark #^Portugal #Euro2012"|"Foda-se pa, vai pra o caralho!! #Denmark #^Portugal #Euro2012"
"212962867312476160"|RitaCardoso94|"team"|"7184"||""|"Era bom demais para ser verdade #Portugal #Euro2012"|"Era bom demais para ser verdade #Portugal #Euro2012"
"212962705290702848"|iPhil|"team"|"7184"||""|"81 mins e duas substituições para fazer. Q raio podem fazer os jogadores que entram? #Portugal #Euro2012 #POR #DEN"|"81 mins e duas substituições para fazer. Q raio podem fazer os jogadores que entram? #Portugal #Euro2012 #POR #DEN"
"212962667357421568"|inesgamb|"team"|"7184"||""|"FFS. With players like Cristiano, who needs defenders. He attacks for Denmark. PROVE ME WRONG ASSHOLE! #Portugal #Euro2012"|"FFS. With players like Cristiano, who needs defenders. He attacks for Denmark. PROVE ME WRONG ASSHOLE! #Portugal #Euro2012"
"212962545315741697"|nunoantunes|"team"|"7184"||""|"Ronaldo... Fodasseeeee??? #ForçaPortugal #portugal #Euro2012 #JoguemABola #hairstyle #justplay"|"Ronaldo... Fodasseeeee??? #ForçaPortugal #portugal #Euro2012 #JoguemABola #hairstyle #justplay"
"212962491632857088"|mcfm_pt|"team"|"7184"||""|"Damn!! Gaita!! O porquê de não se poder falhar muitas vezes! Agora hora de sofrer! Força #Portugal #Euro2012"|"Damn!! Gaita!! O porquê de não se poder falhar muitas vezes! Agora hora de sofrer! Força #Portugal #Euro2012"
"212962484850659330"|MartaOuteiro|"team"|"7184"||""|"Cristiano WTF???? #Portugal #Euro2012"|"Cristiano WTF???? #Portugal #Euro2012"
"212962347633999873"|PauloJCordeiro|"player"|"198"||""|"Já fomos! #Euro2012 #CR7 @"|"Já fomos! #Euro2012 #CR7 @"
"212962002874793984"|Ana_Electro|"team"|"7184"||""|"É que estava-se mesmo a ver #euro2012 #Portugal"|"É que estava-se mesmo a ver #euro2012 #Portugal"
"212962000991563777"|JornalNoticias|"team"|"7184"||""|"Dinamarqueses empatam a partida. Portugal (2) – Dinamarca (2)  #Euro2012 #Portugal"|"Dinamarqueses empatam a partida. Portugal (2) – Dinamarca (2)  #Euro2012 #Portugal"
"212961906317725696"|JornalNoticias|"team"|"7184"||""|"Varela prepara-se para entrar. #Euro2012 #Portugal"|"Varela prepara-se para entrar. #Euro2012 #Portugal"
"212961893546074112"|susieq1979|"team"|"7184"||""|"Ronaldo o que se passa contigo, pah? #Portugal #Euro2012"|"Ronaldo o que se passa contigo, pah? #Portugal #Euro2012"
"212961787509882880"|iPhil|"team"|"7184"||""|"RT @Sara_Sampaio: Ate eu marcava essa! Pah!!!! #Portugal #Euro2012 #POR #DEN"|"RT @Sara_Sampaio: Ate eu marcava essa! Pah!!!! #Portugal #Euro2012 #POR #DEN"
"212961693842677761"|Dputamadre|"team"|"7184"||""|"F-Se! @Cristiano este é mesmo um Dia Negro no Historial da Tua carreira! #CR7 #Portugal #Euro2012"|"F-Se! @Cristiano este é mesmo um Dia Negro no Historial da Tua carreira! #CR7 #Portugal #Euro2012"
"212961693842677761"|Dputamadre|"player"|"198"||""|"F-Se! @Cristiano este é mesmo um Dia Negro no Historial da Tua carreira! #CR7 #Portugal #Euro2012"|"F-Se! @Cristiano este é mesmo um Dia Negro no Historial da Tua carreira! #CR7 #Portugal #Euro2012"
"212961580688744448"|catarina_dinis|"team"|"7184"||""|"Nunca falham os pontapés ao lado do Ronaldo! #Euro2012 #Portugal"|"Nunca falham os pontapés ao lado do Ronaldo! #Euro2012 #Portugal"
"212961558626701312"|iPhil|"team"|"7184"||""|"Epá…oh PB… tira o Ronaldo. Assim não dá. #Portugal #Euro2012 #POR #DEN"|"Epá…oh PB… tira o Ronaldo. Assim não dá. #Portugal #Euro2012 #POR #DEN"
"212961475386544128"|Dputamadre|"player"|"198"||""|"Goooooooooooooooo00000000000000000000OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOlo #Portugal #Euro2012 #3 <3<3<3<3<3<3 Sorry :)) Não Foi. #CR7"|"Goooooooooooooooo00000000000000000000OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOlo #Portugal #Euro2012 #3 <3<3<3<3<3<3 Sorry :)) Não Foi. #CR7"
"212961475386544128"|Dputamadre|"team"|"7184"||""|"Goooooooooooooooo00000000000000000000OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOlo #Portugal #Euro2012 #3 <3<3<3<3<3<3 Sorry :)) Não Foi. #CR7"|"Goooooooooooooooo00000000000000000000OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOlo #Portugal #Euro2012 #3 <3<3<3<3<3<3 Sorry :)) Não Foi. #CR7"
"212961361142104064"|tfarrajota|"team"|"7184"||""|"RT @iPhil: Vamos lá ver… o Ronaldo não é deve ir à linha. Diagonais para o meio. Este pessoal não vê jogos do Real?? #Portugal #Euro2012 ..."|"RT @iPhil: Vamos lá ver… o Ronaldo não é deve ir à linha. Diagonais para o meio. Este pessoal não vê jogos do Real?? #Portugal #Euro2012 ..."
"212961336165015553"|iPhil|"team"|"7184"||""|"RT @pedrocnn: RIght now I would take off Nani and put on Quaresma or Varela. Portugal need some fresh legs. #Portugal #Euro2012 #POR #DEN"|"RT @pedrocnn: RIght now I would take off Nani and put on Quaresma or Varela. Portugal need some fresh legs. #Portugal #Euro2012 #POR #DEN"
"212961055511547904"|kesland|"player"|"198"||""|"where's #ronaldo?! #EURO2012"|"where's #ronaldo?! #EURO2012"
"212960938385608704"|aligiamachado|"team"|"7184"||""|"Nelson Oliveira é TT! ☺ #PORTUGAL #Euro2012"|"Nelson Oliveira é TT! ☺ #PORTUGAL #Euro2012"
"212960910610927618"|kamponez|"team"|"7184"||""|"RT @jorge_ff: e é isto um jornal nacional. RT @JornalNoticias Os adeptos dinamarqueses reclamam por tudo. #Euro2012 #Portugal"|"RT @jorge_ff: e é isto um jornal nacional. RT @JornalNoticias Os adeptos dinamarqueses reclamam por tudo. #Euro2012 #Portugal"
"212960893791772672"|iPhil|"team"|"7184"||""|"Vamos lá ver… o Ronaldo não é deve ir à linha. Diagonais para o meio. Este pessoal não vê jogos do Real?? #Portugal #Euro2012 #POR #DEN"|"Vamos lá ver… o Ronaldo não é deve ir à linha. Diagonais para o meio. Este pessoal não vê jogos do Real?? #Portugal #Euro2012 #POR #DEN"
"212960855313227777"|jorge_ff|"team"|"7184"||""|"e é isto um jornal nacional. RT @JornalNoticias Os adeptos dinamarqueses reclamam por tudo. #Euro2012 #Portugal"|"e é isto um jornal nacional. RT @JornalNoticias Os adeptos dinamarqueses reclamam por tudo. #Euro2012 #Portugal"
"212960646936014849"|nunoantunes|"team"|"7184"||""|""Cristiano quer marcar de bola parada" Para correr menos?? #ForçaPortugal #portugal #Euro2012 #JoguemABola #hairstyle #justplay"|""Cristiano quer marcar de bola parada" Para correr menos?? #ForçaPortugal #portugal #Euro2012 #JoguemABola #hairstyle #justplay"
"212960589222395904"|JornalNoticias|"team"|"7184"||""|"Os adeptos dinamarqueses reclamam por tudo. #Euro2012 #Portugal"|"Os adeptos dinamarqueses reclamam por tudo. #Euro2012 #Portugal"
"212960551674970112"|apcperes|"team"|"7184"||""|"Meireles parece-me hoje o elo mais fraco de #portugal #euro2012"|"Meireles parece-me hoje o elo mais fraco de #portugal #euro2012"
"212960495395807232"|iPhil|"team"|"7184"||""|"Nelson Oliveira é trend topic no twitter. #Portugal #Euro2012 #POR #DEN"|"Nelson Oliveira é trend topic no twitter. #Portugal #Euro2012 #POR #DEN"
"212960485153308672"|anscosta|"team"|"7184"||""|"RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"|"RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"
"212960470959783936"|DianaP0|"team"|"7184"||""|"RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"|"RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"
"212960213270151168"|omalestafeito|"team"|"7184"||""|"RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"|"RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"
"212960033464516610"|brunuM|"team"|"7184"||""|"Recepção RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"|"Recepção RT @iPhil: Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"
"212960025474367488"|iPhil|"team"|"7184"||""|"E pq demora tanto o PB, a fazer as substituições? #Portugal #Euro2012 #POR #DEN"|"E pq demora tanto o PB, a fazer as substituições? #Portugal #Euro2012 #POR #DEN"
"212959922088976385"|iPhil|"team"|"7184"||""|"Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"|"Viram pq é importante a acção do Nelson Oliveira. VIRAM? Posse de bola. Segura a bola. #Portugal #Euro2012 #POR #DEN"
"212959335582666754"|iPhil|"team"|"7184"||""|"Alguém que me explique os passes longos do Bruno Alves? #Portugal #Euro2012 #POR #DEN"|"Alguém que me explique os passes longos do Bruno Alves? #Portugal #Euro2012 #POR #DEN"
"212959244608225280"|MedOkss|"team"|"7184"||""|"Photo: Todos por onze! #portugal #euro2012 (Tirada com o Instagram em Forum Algarve) http://t.co/KoUZKWSJ"|"Photo: Todos por onze! #portugal #euro2012 (Tirada com o Instagram em Forum Algarve) http://t.co/KoUZKWSJ"
"212959227084410882"|MedOkss|"team"|"7184"||""|"Todos por onze! #portugal #euro2012  @ Forum Algarve http://t.co/zwiv3i4H"|"Todos por onze! #portugal #euro2012  @ Forum Algarve http://t.co/zwiv3i4H"
"212959109337710592"|BeatrizEstevez|"team"|"7184"||""|"Portugal 2 x 1 Dinamarca : boraaa, eu acredito em mais #Portugal #Euro2012"|"Portugal 2 x 1 Dinamarca : boraaa, eu acredito em mais #Portugal #Euro2012"
"212958897454071809"|iPhil|"team"|"7184"||""|"Portugal vai ter problemas. Tem que fechar mais do lado esquerdo. #Portugal #Euro2012 #POR #DEN"|"Portugal vai ter problemas. Tem que fechar mais do lado esquerdo. #Portugal #Euro2012 #POR #DEN"
"212958576904380416"|jimbras|"team"|"7184"||""|"Reparei agora que há um Figo em campo… pelo menos é isso que o Agger chama ao Postiga. #Portugal #EURO2012 #DENPOR"|"Reparei agora que há um Figo em campo… pelo menos é isso que o Agger chama ao Postiga. #Portugal #EURO2012 #DENPOR"
"212958412634460160"|iPhil|"team"|"7184"||""|"Melhor hoje em campo: Pepe #Portugal #Euro2012 #POR #DEN"|"Melhor hoje em campo: Pepe #Portugal #Euro2012 #POR #DEN"
"212958366283210752"|LauraMSilva|"team"|"7184"||""|"i just can't take this! i'm getting to nervous! #euro2012 #portugal"|"i just can't take this! i'm getting to nervous! #euro2012 #portugal"
"212958237643911169"|JornalNoticias|"team"|"7184"||""|"Entra Nélson Oliveira e sai Postiga. #Euro2012 #Portugal"|"Entra Nélson Oliveira e sai Postiga. #Euro2012 #Portugal"
"212958108199292928"|saranob|"team"|"7184"||""|"Grande passe #Ronaldo !!! #like #Portugal #Euro2012"|"Grande passe #Ronaldo !!! #like #Portugal #Euro2012"
"212958108199292928"|saranob|"player"|"198"||""|"Grande passe #Ronaldo !!! #like #Portugal #Euro2012"|"Grande passe #Ronaldo !!! #like #Portugal #Euro2012"
"212958038246686720"|iPhil|"team"|"7184"||""|"Muita fraca, mesmo. RT @Sara_Sampaio: Não estou a gostar desta segunda parte!!!! :s #Portugal #Euro2012 #POR #DEN"|"Muita fraca, mesmo. RT @Sara_Sampaio: Não estou a gostar desta segunda parte!!!! :s #Portugal #Euro2012 #POR #DEN"
"212957994726596608"|mcfm_pt|"team"|"7184"||""|"Agora sim vamos jogar c/ ponta de lança a sério Nelson Oliveira! #Portugal #Euro2012"|"Agora sim vamos jogar c/ ponta de lança a sério Nelson Oliveira! #Portugal #Euro2012"
"212957897691369472"|DiogoCMoreira|"team"|"7184"||""|"RT @JornalNoticias: Nélson Oliveira ouviu as instruções de Paulo Bento e vai entrar.  #Euro2012 #Portugal"|"RT @JornalNoticias: Nélson Oliveira ouviu as instruções de Paulo Bento e vai entrar.  #Euro2012 #Portugal"
"212957880121430018"|LauraMSilva|"team"|"7184"||""|"C'MON GUYS #euro2012 #portugal"|"C'MON GUYS #euro2012 #portugal"
"212957861872025600"|JornalNoticias|"team"|"7184"||""|"Nélson Oliveira ouviu as instruções de Paulo Bento e vai entrar.  #Euro2012 #Portugal"|"Nélson Oliveira ouviu as instruções de Paulo Bento e vai entrar.  #Euro2012 #Portugal"
"212957798005354496"|Zorik69|"team"|"7184"||""|"Ronaldo sucks #Portugal #euro2012"|"Ronaldo sucks #Portugal #euro2012"
"212957676525715458"|pereirajoaof|"team"|"7184"||""|"Nélson oliveira vai entrar #Portugal #euro2012"|"Nélson oliveira vai entrar #Portugal #euro2012"
"212957661208121344"|osAristocratas|"team"|"7184"||""|"Ah, finalmente vamos substituir o nosso lesionado! (CA) #euro2012 #portugal"|"Ah, finalmente vamos substituir o nosso lesionado! (CA) #euro2012 #portugal"
"212957653985533952"|aligiamachado|"team"|"7184"||""|"#VAMOSPORTUGAL #GoPortugal #PORTUGAL. Eu meto tudo! Desde que ganhem! #Euro2012 #PORxDEN"|"#VAMOSPORTUGAL #GoPortugal #PORTUGAL. Eu meto tudo! Desde que ganhem! #Euro2012 #PORxDEN"
"212957207405412352"|egovision|"team"|"7184"||""|"Com patrocínio do governo dinamarquês! #portugal #fpf #euro2012  http://t.co/wlYs5Vd8"|"Com patrocínio do governo dinamarquês! #portugal #fpf #euro2012  http://t.co/wlYs5Vd8"
"212957141957492736"|porfss|"team"|"7184"||""|"Já estão a merecer sofrer o 2º golo! #Portugal #Euro2012"|"Já estão a merecer sofrer o 2º golo! #Portugal #Euro2012"
"212957051045941248"|__tomaz|"team"|"7158"||""|"RT @mrpeartree: Preparador físico da #Dinamarca é o amigo do Domingos?! #Euro2012"|"RT @mrpeartree: Preparador físico da #Dinamarca é o amigo do Domingos?! #Euro2012"
"212957016086421505"|Jo4nito|"team"|"7184"||""|"Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! #Portugal #Euro2012"|"Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! Nelson! #Portugal #Euro2012"
"212956940383424512"|iPhil|"team"|"7184"||""|"RT @pedrojscunha: #Euro2012 Paulo Bento diz ao adjunto: dois minutos e chama o Nélson #Portugal #Euro2012 #POR #DEN"|"RT @pedrojscunha: #Euro2012 Paulo Bento diz ao adjunto: dois minutos e chama o Nélson #Portugal #Euro2012 #POR #DEN"
"212956816328499202"|mrpeartree|"team"|"7158"||""|"Preparador físico da #Dinamarca é o amigo do Domingos?! #Euro2012"|"Preparador físico da #Dinamarca é o amigo do Domingos?! #Euro2012"
"212956814042603520"|mparaujo|"player"|"198"||""|"ahahahahah RT @fvicentedasilva: RT @matias_pedro: RT @UEFAcom_pt: DEN 1-3 POR Golo: #Ronaldo (50) #DENPOR #EURO2012 http://t.co/wGbNvDCU"|"ahahahahah RT @fvicentedasilva: RT @matias_pedro: RT @UEFAcom_pt: DEN 1-3 POR Golo: #Ronaldo (50) #DENPOR #EURO2012 http://t.co/wGbNvDCU"
"212956776818163715"|Record_Portugal|"team"|"7184"||""|"RT @Dputamadre: Não marques golo não @Cristiano ... que vais ver o que é ser martirizado! #Portugal #Euro2012"|"RT @Dputamadre: Não marques golo não @Cristiano ... que vais ver o que é ser martirizado! #Portugal #Euro2012"
